[General]
AudioFilename: Xodiac
OsuOffset: 7500	
RawOffset: 7500
BPM: 128

[HitObjects]
7500,0,0
7969,0,0
8438,0,0
8906,0,0
9375,0,2
9844,0,2
10312,0,2
10781,0,2
11250,0,1
11719,0,1
12188,0,1
12656,0,1
13125,0,3
13594,0,3
14062,0,3
14531,0,3
15000,0,3
15000,0,0
15234,0,1
15469,0,2
15703,0,1
15938,0,2
15938,0,3
16172,0,0
16406,1,2,3,true
16641,0,0
16875,0,3
16875,0,1
17109,0,2
17344,0,1
17578,0,2
17812,0,0
17812,0,1
18047,0,3
18281,1,1,0,false
18516,0,3
18750,0,2
18750,0,1
18984,0,0
19219,0,3
19453,0,0
19688,0,1
19688,0,3
19922,0,0
20156,1,2,3,true
20391,0,0
20625,0,2
20625,0,1
20859,0,3
21094,0,1
21328,0,2
21562,0,0
21562,0,3
21797,0,2
22031,1,1,0,false
22266,0,2
22500,0,0
22500,0,1
22734,0,2
22969,0,3
23203,0,2
23438,0,1
23438,0,0
23672,0,1
23906,1,2,3,true
23906,3,3,2,true
24141,0,1
24375,0,2
24609,0,1
24844,0,0
25078,0,1
25312,0,2
25312,0,0
25547,0,3
25781,1,1,0,false
25781,3,0,2,true
26016,0,2
26250,0,1
26484,0,2
26719,0,3
26719,3,2,0,true
26953,0,2
27188,0,1
27188,0,3
27422,0,0
27656,3,2,2,true
27656,1,1,2,true
27891,0,0
28125,0,1
28359,0,3
28594,1,2,1,false
28828,0,3
29062,0,0
29297,0,3
29531,2,2,2,3,1,L
30000,2,2,3,0,8,L
30234,0,0
30703,0,1
31172,0,2
31641,0,3
32109,0,0
32227,0,0
32578,0,1
33047,0,2
33164,0,2
33516,0,3
33750,0,3
33867,0,1
33984,0,3
34102,0,1
34219,0,2
34336,0,0
34453,0,2
34570,0,0
34688,0,3
34805,0,1
34922,0,3
35039,0,1
35156,0,2
35273,0,0
35391,0,2
35508,0,0
35625,0,3
35742,0,2
35859,0,1
35977,0,0
36094,0,3
36211,0,2
36328,0,1
36445,0,0
36562,0,3
36680,0,2
36797,0,1
36914,0,0
37031,0,3
37148,0,2
37266,0,1
37383,0,0
37500,0,1
37969,0,1
37969,0,2
38438,0,1
38906,0,0
39375,0,1
39844,0,1
40312,0,1
40781,0,1
42656,2,2,0,3,3,C
44062,2,2,3,3,2,L
45000,3,0,1,false
45234,0,2
45469,3,3,1,false
45703,0,1
45938,3,1,1,false
46172,0,3
46406,3,2,1,false
46641,0,0
46875,0,0
47109,0,3
47344,0,0
47344,0,1
47578,0,2
47812,0,1
47812,0,2
48047,0,0
48281,0,3
48281,0,2
48516,0,0
48750,1,1,0,false
48750,3,0,0.5,true
49219,3,3,0.5,true
49219,1,2,3,true
49688,1,0,1,true
49688,3,1,0.5,true
50156,3,2,0.5,true
50156,1,3,2,false
50625,0,1
50859,0,0
51094,0,1
51328,0,2
51562,0,3
51797,0,2
52031,0,1
52266,0,0
52500,3,1,0.5,false
52734,3,3,0.5,false
52969,3,1,0.5,false
53203,3,2,0.5,false
53438,3,3,0.5,false
53672,3,2,0.5,false
53906,3,1,0.5,false
54141,3,0,0.5,false
54375,3,1,0.5,false
54609,3,2,0.5,false
54844,3,3,0.5,false
55078,3,1,0.5,false
55312,3,3,0.5,false
55547,3,2,0.5,false
55781,3,1,0.5,false
56016,3,0,0.5,false
56250,0,3
56367,0,1
56484,0,2
56602,0,0
56719,0,3
56836,0,1
56953,0,2
57070,0,0
57188,0,3
57305,0,2
57422,0,1
57539,0,0
57656,0,3
57773,0,2
57891,0,1
58008,0,0
58125,1,3,2,false
58125,3,2,0.5,true
58359,3,3,0.5,true
58359,1,2,3,true
58594,0,0
58594,1,3,2,false
58594,3,2,0.5,true
58828,1,2,3,true
58828,3,3,0.5,true
59062,1,3,2,false
59062,0,0
59297,0,1
59414,0,2
59531,3,3,1,false
60000,2,2,2,3,1,L
60469,0,0
60586,0,1
60703,0,2
60820,0,3
61172,0,3
61406,0,1
61641,0,3
61875,2,2,0,0,1,L
61875,3,3,1,false
62344,0,0
62461,0,1
62578,0,2
62695,0,3
63047,0,3
63281,2,2,2,3,1,L
63750,2,2,3,2,1,L
64219,0,0
64336,0,1
64453,0,2
64570,0,3
64922,0,2
65156,1,1,0,false
65391,0,2
65625,2,2,2,1,0.25,L
65742,2,2,1,2,0.25,L
65859,2,2,2,1,0.25,L
65977,2,2,1,2,0.25,L
66094,0,0
66211,0,1
66328,0,0
66445,0,1
66562,0,2
66680,0,3
66797,0,2
66914,0,3
67031,0,1
67266,1,2,3,true
67266,3,3,0.5,true
67500,1,3,2,false
67969,0,0
67969,0,3
68086,0,2
68203,0,1
68320,0,3
68672,0,1
68906,1,2,3,true
69141,0,1
69375,3,0,1,false
69844,0,3
69961,0,1
70078,0,2
70195,0,0
70547,0,1
70547,0,2
70781,3,1,0.5,false
70781,3,2,0.5,false
71016,1,1,0,false
71016,1,2,3,true
71250,2,2,1,0,1,L
71719,0,3
71836,0,1
71953,0,2
72070,0,0
72422,3,2,0.5,false
72656,3,3,0.5,true
72656,1,2,3,true
72891,0,0
73125,2,2,0,1,0.25,L
73242,2,2,1,0,0.25,L
73359,2,2,0,2,0.5,L
73594,2,2,2,1,0.25,L
73711,2,2,1,2,0.25,L
73828,2,2,2,1,0.25,L
73945,2,2,1,2,0.25,L
74062,2,2,2,0,0.5,L
74297,2,2,0,1,0.25,L
74414,2,2,1,0,0.25,L
74531,3,3,0.5,false
74766,0,0
75000,0,3
75000,0,0
75469,0,0
75586,0,2
75703,0,1
75820,0,3
76172,0,3
76406,0,2
76641,0,1
76875,3,0,1,false
77344,0,3
77461,0,1
77578,0,2
77695,0,0
78047,0,0
78281,3,3,1,true
78281,1,2,3,true
78750,1,3,2,false
78750,3,2,1,true
79219,0,0
79336,0,3
79453,0,1
79570,0,2
79922,0,1
80156,0,0
80391,0,2
80625,0,1
80742,0,2
80859,0,1
80977,0,0
81094,0,3
81211,0,2
81328,0,3
81445,0,0
81562,0,2
81680,0,1
81797,0,2
81914,0,1
82031,3,3,0.5,false
82266,2,2,1,0,0.5,L
82500,2,2,0,2,1,C
82969,0,0
83086,0,1
83203,0,2
83320,3,3,0.75,false
83672,0,1
83906,0,0
83906,0,2
84141,0,1
84375,3,0,1,false
84609,0,3
84844,0,3
84961,0,2
85078,0,1
85195,0,0
85547,0,1
85781,2,2,2,3,1,L
85781,0,0
86250,0,0
86250,2,2,3,2,1,L
86719,0,0
87070,0,2
87422,0,2
88125,2,2,3,0,3,C
89531,2,2,0,0,2,C
90000,0,1
90000,3,3,1,false
90469,2,2,0,2,0.75,L
90820,2,2,2,2,2.25,L
90820,0,0
91172,0,1
91406,0,0
91641,0,1
91875,2,2,2,0,1,L
92344,3,3,0.75,false
92344,2,2,0,0,1.5,L
92695,0,2
93047,0,2
93281,0,1
93516,0,2
93750,2,2,0,3,1,L
94219,0,0
94219,2,2,3,3,3,C
94570,0,2
94922,0,2
95156,1,1,0,false
95391,0,2
95625,2,2,3,1,0.5,L
95859,2,2,1,2,0.5,L
96094,2,2,2,0,0.5,L
96328,2,2,0,1,0.5,L
96562,2,2,1,0,0.5,L
96797,2,2,0,1,0.5,L
97031,2,2,1,2,1,L
97266,0,0
97500,2,2,2,2,4,L
97500,0,0
97969,0,1
98320,3,3,0.75,false
98672,0,0
98906,0,2
99141,0,0
99375,2,2,2,0,1,L
99844,2,2,0,0,2.5,L
99844,0,3
100195,3,1,0.75,false
100547,0,3
100781,1,2,3,true
101016,2,2,0,1,0.5,L
101016,0,2
101250,2,2,1,0,1,L
101250,3,3,0.5,false
101719,2,2,0,0,3,L
101719,0,2
102070,0,1
102422,0,3
102656,3,1,1,false
103125,3,3,1,false
103594,3,2,1,false
104062,3,1,1,false
104531,3,0,1,false
105000,0,2
